product_id,original_title,cleaned_title,keyword,search_volume,competition,competition_index,similarity_score,overlap_ratio
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan 3 racer blues,5400,HIGH,94.0,2700.0,0.5
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordans 3 racer blue,5400,HIGH,94.0,2700.0,0.5
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan retro 3 blues,2900,HIGH,98.0,1450.0,0.5
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan 3 retro racer blue,590,HIGH,97.0,590.0,1.0
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan 3 blue racer,720,HIGH,86.0,540.0,0.75
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,racer blue jordan 3,590,HIGH,90.0,442.5,0.75
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,retro 3 racer blue,590,MEDIUM,64.0,442.5,0.75
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,air jordan 3 retro racer blue,390,HIGH,98.0,390.0,1.0
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,air jordan 3 racer blue,480,HIGH,93.0,360.0,0.75
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan 3 blue racers,720,HIGH,86.0,360.0,0.5
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan retro 3 racer blue,260,HIGH,84.0,260.0,1.0
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,air jordan 3 racer blues,480,HIGH,93.0,240.0,0.5
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,air jordan retro racer blue,140,MEDIUM,55.0,140.0,1.0
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,racer blue 3,210,HIGH,83.0,105.0,0.5
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,retro 3 blue racer,90,MEDIUM,55.0,67.5,0.75
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan 3 racer blue on feet,70,MEDIUM,51.0,52.5,0.75
48824,Jordan 3 Retro Racer Blue Replica,Jordan 3 Retro Racer Blue,jordan retro 3 blue racer,50,MEDIUM,53.0,50.0,1.0
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,jordan 5 off white muslin,2400,HIGH,92.0,1920.0,0.8
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white jordan 5 muslin,880,HIGH,94.0,704.0,0.8
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,jordan 5 muslin,1600,HIGH,91.0,640.0,0.4
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,jordan 5 retro off white muslin,390,HIGH,98.0,390.0,1.0
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white 5 muslin,480,HIGH,100.0,288.0,0.6
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white muslin 5,390,HIGH,93.0,234.0,0.6
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,jordan 5 muslin off white,210,HIGH,89.0,168.0,0.8
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white x air jordan 5 retro sp muslin,140,HIGH,100.0,140.0,1.0
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,muslin jordan 5,320,HIGH,92.0,128.0,0.4
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white 5s muslin,210,HIGH,89.0,126.0,0.6
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white muslin 5s,170,HIGH,83.0,102.0,0.6
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,air jordan 5 off white muslin,110,HIGH,77.0,88.0,0.8
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white muslin jordan 5,90,HIGH,99.0,72.0,0.8
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white air jordan 5 muslin,90,MEDIUM,57.0,72.0,0.8
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,air jordan 5 muslin,140,HIGH,88.0,56.0,0.4
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,jordan 5 retro muslin,50,MEDIUM,66.0,30.0,0.6
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,muslin off white 5,40,MEDIUM,59.0,24.0,0.6
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,retro 5 muslin,30,HIGH,98.0,12.0,0.4
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,aj5 muslin,50,MEDIUM,45.0,10.0,0.2
48927,Jordan 5 Retro Off-White Muslin,Jordan 5 Retro Off-White Muslin,off white x air jordan 5 retro sp muslin mens,10,UNKNOWN,0.0,10.0,1.0
48922,OFF-WHITE X AIR JORDAN 5 SAIL Replicas,OFF-WHITE X AIR JORDAN 5 SAIL Replicas,off white x air jordan 5 sail replicas,0,UNKNOWN,0.0,0.0,0
48941,Jordan 6 Retro Metallic Silver High Quality Replica,Jordan 6 Retro Metallic Silver High Quality,jordan 6 retro metallic silver high quality,0,UNKNOWN,0.0,0.0,0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),air jordan 11 retro cool grey,6600,HIGH,93.0,6600.0,1.0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan 11 retro cool grey,6600,HIGH,93.0,6600.0,1.0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan retro cool grey 11,6600,HIGH,93.0,6600.0,1.0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan cool grey 11 retro,6600,HIGH,93.0,6600.0,1.0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan 11 retro cool gray,6600,HIGH,93.0,5280.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),air jordan 11 retro cool gray,6600,HIGH,93.0,5280.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),air jordans 11 retro cool grey,6600,HIGH,93.0,5280.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),air jordan xi retro cool grey,6600,HIGH,93.0,5280.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan xi retro cool grey,6600,HIGH,93.0,5280.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),retro cool grey 11,3600,MEDIUM,61.0,2880.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),11 retro cool grey,3600,MEDIUM,61.0,2880.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan 11 retro cool grey 2021,480,HIGH,100.0,480.0,1.0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan 11 cool grey 2021,480,HIGH,100.0,384.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan 11 cool grey high,480,HIGH,88.0,384.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),air jordan 11 retro cool grey 2021,320,HIGH,83.0,320.0,1.0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan 11 retrocool grey 2021,480,HIGH,100.0,288.0,0.6
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan cool grey 11 gs,140,HIGH,78.0,112.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),nike air jordan 11 retro cool grey,90,HIGH,100.0,90.0,1.0
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),jordan 11 retro cool,110,MEDIUM,52.0,88.0,0.8
48975,Jordan 11 Retro Cool Grey (2021),Jordan 11 Retro Cool Grey (2021),air jordan 11 cool grey 2021,90,HIGH,74.0,72.0,0.8
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan retro 5 green bean,590,HIGH,92.0,590.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,jordan 5 retro green beans,590,HIGH,92.0,442.5,0.75
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan 5 retro green bean,390,HIGH,93.0,390.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,jordan 5 retro green bean 2022,90,MEDIUM,58.0,90.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,green bean jordan 5 release date,90,LOW,3.0,67.5,0.75
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan 5 retro green bean 2022,40,HIGH,79.0,40.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,nike air jordan 5 retro green bean,30,HIGH,74.0,30.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,nike air jordan 5 green bean,30,MEDIUM,35.0,22.5,0.75
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,jordan 5 green bean gs,20,MEDIUM,63.0,15.0,0.75
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,jordan 5 green bean 2022,20,MEDIUM,64.0,15.0,0.75
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan 5 retro gs green bean 2022,10,MEDIUM,59.0,10.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan 5 retro green bean gs,10,LOW,0.0,10.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan 5 retro green bean release date,10,LOW,0.0,10.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan 5 retro gs green bean,10,HIGH,100.0,10.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,green bean 5s release date,20,LOW,7.0,10.0,0.5
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,jordan 5 retro green bean release date,10,LOW,0.0,10.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,jordan air jordan 5 retro green bean,10,UNKNOWN,0.0,10.0,1.0
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,air jordan 5 green bean 2022,10,LOW,8.0,7.5,0.75
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,green bean jordan 5 2022,10,UNKNOWN,0.0,7.5,0.75
49085,Jordan 5 Retro 'Green Bean' 2022 Reps,Jordan 5 Retro 'Green Bean' 2022,2022 green bean jordan 5,10,UNKNOWN,0.0,7.5,0.75
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan 6 infrared 2019,720,HIGH,91.0,360.0,0.5
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),air jordan 6 retro infrared 2019,140,HIGH,89.0,105.0,0.75
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan 6 retro black infrared 2019,90,HIGH,100.0,90.0,1.0
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),air jordan 6 retro black infrared 2019,90,MEDIUM,43.0,90.0,1.0
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),air jordan 6 infrared 2019,140,HIGH,82.0,70.0,0.5
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan 6 black infrared 2019,50,HIGH,77.0,37.5,0.75
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan 6 retro infrared 2019,40,HIGH,98.0,30.0,0.75
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),2019 jordan 6 infrared,40,HIGH,82.0,20.0,0.5
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),infrared 6s 2019,70,MEDIUM,61.0,17.5,0.25
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),air jordan 6 infrared retro 2019,20,HIGH,100.0,15.0,0.75
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),retro 6 infrared 2019,30,HIGH,74.0,15.0,0.5
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),2019 infrared 6,50,HIGH,90.0,12.5,0.25
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan 6 2019,50,MEDIUM,62.0,12.5,0.25
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan 6 retro 2019,20,LOW,18.0,10.0,0.5
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan 6 retro black infrared 2019 gs,10,MEDIUM,38.0,10.0,1.0
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),jordan infrared 6 2019,20,MEDIUM,58.0,10.0,0.5
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),nike air jordan 6 retro black infrared 2019,10,LOW,26.0,10.0,1.0
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),air jordan 6 retro infrared 2019 release,10,MEDIUM,50.0,7.5,0.75
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),air jordan 6 black infrared og 2019,10,MEDIUM,57.0,7.5,0.75
49093,Jordan 6 Retro Black Infrared (2019) Reps,Jordan 6 Retro Black Infrared (2019),air jordan 6 gs infrared retro 2019,10,HIGH,100.0,7.5,0.75
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',jordan 6 travis scott olive,880,HIGH,93.0,586.6666666666666,0.6666666666666666
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',air jordan 6 olive,590,HIGH,92.0,295.0,0.5
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott jordan 6 olive,390,HIGH,90.0,260.0,0.6666666666666666
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott 6 olive,480,HIGH,96.0,240.0,0.5
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',jordan 6 olive,590,HIGH,92.0,196.66666666666666,0.3333333333333333
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',olive jordan 6,590,HIGH,92.0,196.66666666666666,0.3333333333333333
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott x air jordan 6 retro olive,140,MEDIUM,65.0,140.0,1.0
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',air jordan 6 retro travis scott medium olive,90,MEDIUM,56.0,90.0,1.0
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott olive 6,170,HIGH,97.0,85.0,0.5
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',jordan 6 olive travis scott,90,HIGH,78.0,60.0,0.6666666666666666
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott jordan 6 olive green,70,HIGH,83.0,46.666666666666664,0.6666666666666666
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',air jordan 6 olive green,90,MEDIUM,64.0,45.0,0.5
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott 6s olive,90,HIGH,91.0,45.0,0.5
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott air jordan 6 olive,40,MEDIUM,60.0,33.333333333333336,0.8333333333333334
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott retro olive,50,HIGH,84.0,33.33333333333333,0.6666666666666665
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis 6 olive,90,HIGH,85.0,30.0,0.3333333333333333
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott olive jordan 6,40,HIGH,78.0,26.666666666666664,0.6666666666666666
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',travis scott retro 6 olive,40,MEDIUM,56.0,26.666666666666664,0.6666666666666666
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',aj6 travis scott olive,50,LOW,22.0,25.0,0.5
49116,Travis Scott x Air Jordan 6 Retro 'Olive' Reps,Travis Scott x Air Jordan 6 Retro 'Olive',olive travis scott 6,50,HIGH,90.0,25.0,0.5
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),jordan 11 retro playoffs bred 2019,110,HIGH,100.0,110.0,1.0
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),jordan 11 retro playoffs bred 2019 gs,40,MEDIUM,36.0,40.0,1.0
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),air jordan 11 retro playoffs bred 2019,20,HIGH,100.0,20.0,1.0
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),jordan retro 11 playoffs bred 2019,10,UNKNOWN,0.0,10.0,1.0
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),nike air jordan 11 retro playoffs bred,10,HIGH,95.0,10.0,1.0
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),jordan 11 playoffs bred 2019,10,HIGH,100.0,8.0,0.8
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),jordan 11 retro playoffs 2019,10,HIGH,100.0,8.0,0.8
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),jordan 11 playoffs 2019,10,HIGH,100.0,6.0,0.6
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),playoff bred 11s,10,LOW,17.0,2.0,0.2
49146,Jordan 11 Retro Playoffs Bred (2019) Reps,Jordan 11 Retro Playoffs Bred (2019),playoff breds 2019,10,UNKNOWN,0.0,0.0,0.0
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan 13 wolf grey,2900,HIGH,95.0,2900.0,1.0
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",wolf grey air jordan 13,2900,HIGH,95.0,2900.0,1.0
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",jordan 13 wolf grey,2900,HIGH,95.0,2320.0,0.8
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan 13 wolf gray,2900,HIGH,95.0,2320.0,0.8
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan xiii wolf grey,2900,HIGH,95.0,2320.0,0.8
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",wolf grey 13s jordans,2900,HIGH,95.0,1160.0,0.4
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan retro 13 wolf grey,480,HIGH,85.0,480.0,1.0
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",jordan retro 13 wolf grey,480,HIGH,85.0,384.0,0.8
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",jordan 13 retro wolf grey,480,HIGH,85.0,384.0,0.8
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan retro 13 wolf gray,480,HIGH,85.0,384.0,0.8
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",wolf grey 13,480,HIGH,86.0,288.0,0.6
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",wolf grey 13's,480,HIGH,86.0,288.0,0.6
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",wolf grey 13s,480,HIGH,86.0,192.0,0.4
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",retro 13 wolf grey,260,HIGH,67.0,156.0,0.6
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",jordan 13 wolf grey release date,170,MEDIUM,34.0,136.0,0.8
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan 13 retro wolf grey,110,HIGH,95.0,110.0,1.0
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",wolf gray 13s,480,HIGH,86.0,96.0,0.2
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan 13 grey wolf,70,MEDIUM,64.0,70.0,1.0
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",jordan 13 wolf,70,MEDIUM,64.0,42.0,0.6
49159,"Air Jordan 13 ""Wolf Grey","Air Jordan 13 ""Wolf Grey",air jordan 13 retro gs wolf grey,40,MEDIUM,51.0,40.0,1.0
49244,Zoom Kobe 6 Protro 'Reverse Grinch' Reps,Zoom Kobe 6 Protro 'Reverse Grinch',zoom kobe 6 protro reverse grinch,590,HIGH,100.0,590.0,1.0
49348,Yeezy Slides 'Onyx' Reps' (Matte Upper),Yeezy Slides 'Onyx' (Matte Upper),yeezy slides onyx matte upper,0,UNKNOWN,0.0,0.0,0
49384,"Yeezy Foam Runners ""Sand"" Replica Sneakers","Yeezy Foam Runners ""Sand"" Sneakers",sand yeezys,590,HIGH,94.0,118.0,0.2
49384,"Yeezy Foam Runners ""Sand"" Replica Sneakers","Yeezy Foam Runners ""Sand"" Sneakers",yeezy 700 sand,50,HIGH,82.0,20.0,0.4
